,Id,MSZoning,LotFrontage,LotArea,Street,Utilities,Neighborhood,BldgType,YearBuilt,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice
730,731,3.0,39.0,5389,1.0,0.0,22.0,4.0,1995,1.0,1.0,2.0,0.0,2.0,1595,1.0,4.0,1616,1616,2,1,2.0,5,1,2,2.0,0,0,8.0,4.0,236500
731,732,3.0,73.0,9590,1.0,0.0,23.0,0.0,2003,1.0,1.0,1.0,442.0,2.0,868,1.0,4.0,1146,1146,3,1,2.0,6,1,2,2.0,0,0,8.0,4.0,187500
732,733,3.0,75.0,11404,1.0,0.0,5.0,0.0,1998,1.0,1.0,1.0,202.0,2.0,1153,1.0,4.0,1153,2031,3,1,2.0,8,1,2,2.0,0,0,8.0,4.0,222500
733,734,3.0,80.0,10000,1.0,0.0,19.0,0.0,1961,3.0,1.0,2.0,0.0,1.0,864,1.0,4.0,1144,1144,3,1,3.0,6,1,1,2.0,0,400,8.0,4.0,131400
734,735,3.0,70.04995836802665,8978,1.0,0.0,19.0,0.0,1968,1.0,1.0,2.0,0.0,2.0,948,1.0,4.0,948,948,3,1,3.0,6,0,1,2.0,0,0,8.0,3.0,108000
735,736,4.0,60.0,10800,1.0,0.0,17.0,0.0,1914,1.0,1.0,2.0,0.0,0.0,880,0.0,4.0,880,1768,2,1,3.0,6,2,2,0.0,0,0,8.0,4.0,163000
736,737,3.0,60.0,8544,1.0,0.0,12.0,2.0,1950,1.0,1.0,2.0,0.0,1.0,0,0.0,1.0,1040,1040,2,2,3.0,6,0,2,2.0,0,0,8.0,4.0,93500
737,738,3.0,72.0,10463,1.0,0.0,8.0,0.0,2005,1.0,1.0,2.0,0.0,2.0,893,1.0,4.0,901,1801,3,1,2.0,8,1,3,2.0,0,0,8.0,4.0,239900
738,739,3.0,60.0,10800,1.0,0.0,7.0,2.0,1987,1.0,1.0,2.0,0.0,1.0,1200,1.0,4.0,1200,1200,3,1,3.0,5,0,0,2.0,0,0,8.0,2.0,179000
739,740,3.0,65.0,9313,1.0,0.0,5.0,0.0,2004,1.0,1.0,2.0,0.0,2.0,864,1.0,4.0,864,1728,3,1,2.0,7,0,2,2.0,0,0,8.0,4.0,190000
740,741,4.0,60.0,9600,1.0,0.0,17.0,0.0,1910,1.0,1.0,2.0,0.0,0.0,264,1.0,4.0,768,1432,2,1,3.0,7,0,2,2.0,0,0,8.0,0.0,132000
741,742,3.0,65.0,6768,1.0,0.0,19.0,0.0,1961,3.0,1.0,2.0,0.0,1.0,912,1.0,4.0,912,912,3,1,2.0,5,0,1,2.0,0,0,8.0,4.0,142000
742,743,3.0,65.0,8450,1.0,0.0,20.0,0.0,2000,1.0,1.0,1.0,108.0,2.0,1349,1.0,4.0,1349,1349,3,1,3.0,6,0,2,2.0,0,0,8.0,4.0,179000
743,744,3.0,70.0,12886,1.0,0.0,19.0,0.0,1963,1.0,1.0,2.0,0.0,1.0,520,1.0,4.0,1464,1464,3,1,3.0,6,1,2,2.0,0,0,8.0,4.0,175000
744,745,3.0,41.0,5395,1.0,0.0,22.0,4.0,1993,1.0,1.0,2.0,0.0,2.0,1337,1.0,4.0,1337,1337,2,1,2.0,5,1,2,2.0,0,0,8.0,4.0,180000
745,746,3.0,70.04995836802665,8963,1.0,0.0,14.0,0.0,1976,3.0,1.0,1.0,289.0,1.0,1142,1.0,4.0,1175,2715,4,1,2.0,11,2,2,2.0,0,0,8.0,4.0,299800
746,747,3.0,70.04995836802665,8795,1.0,0.0,8.0,0.0,2000,1.0,1.0,2.0,0.0,2.0,952,1.0,4.0,980,2256,4,1,2.0,8,1,2,2.0,0,0,8.0,4.0,236000
747,748,4.0,65.0,11700,1.0,0.0,17.0,0.0,1880,4.0,1.0,2.0,0.0,4.0,1240,0.0,4.0,1320,2640,4,1,2.0,8,1,4,0.0,0,0,8.0,4.0,265979
748,749,3.0,59.0,10593,1.0,0.0,15.0,0.0,1996,3.0,1.0,1.0,338.0,2.0,1720,1.0,4.0,1720,1720,3,1,2.0,7,1,2,2.0,0,0,8.0,4.0,260400
749,750,3.0,50.0,8405,1.0,0.0,7.0,0.0,1945,1.0,1.0,2.0,0.0,3.0,0,0.0,1.0,1088,1529,4,1,3.0,9,0,1,0.0,0,0,8.0,4.0,98000
750,751,4.0,55.0,8800,1.0,0.0,17.0,0.0,1910,1.0,1.0,2.0,0.0,0.0,576,1.0,4.0,792,1140,3,1,3.0,7,0,0,0.0,0,0,8.0,4.0,96500
751,752,3.0,70.04995836802665,7750,1.0,0.0,8.0,0.0,2003,1.0,1.0,2.0,0.0,2.0,660,1.0,4.0,660,1320,3,1,2.0,6,0,2,2.0,0,0,8.0,4.0,162000
752,753,3.0,79.0,9236,1.0,0.0,5.0,0.0,1997,1.0,1.0,2.0,0.0,2.0,1479,1.0,4.0,1494,1494,3,1,2.0,6,0,2,2.0,0,0,8.0,4.0,217000
753,754,3.0,80.0,10240,1.0,0.0,16.0,0.0,2005,1.0,1.0,1.0,178.0,2.0,1030,1.0,4.0,1038,2098,3,1,0.0,8,1,3,2.0,0,0,8.0,4.0,275500
754,755,3.0,61.0,7930,1.0,0.0,12.0,0.0,1969,1.0,1.0,2.0,0.0,1.0,1026,1.0,4.0,1026,1026,3,1,2.0,5,0,2,2.0,0,0,8.0,4.0,156000
755,756,1.0,34.0,3230,1.0,0.0,21.0,4.0,1999,1.0,1.0,1.0,894.0,2.0,729,1.0,4.0,742,1471,3,1,3.0,6,0,2,2.0,0,0,8.0,4.0,172500
756,757,3.0,68.0,10769,1.0,0.0,5.0,0.0,2007,1.0,1.0,2.0,0.0,2.0,866,1.0,4.0,866,1768,3,1,2.0,7,0,2,2.0,0,0,8.0,4.0,212000
757,758,3.0,70.04995836802665,11616,1.0,0.0,19.0,0.0,1978,3.0,1.0,0.0,328.0,1.0,672,1.0,4.0,672,1386,3,1,3.0,6,1,2,2.0,0,0,8.0,0.0,158900
758,759,1.0,24.0,2280,1.0,0.0,21.0,3.0,1999,1.0,1.0,1.0,360.0,2.0,744,1.0,4.0,757,1501,3,1,3.0,6,0,2,2.0,0,0,8.0,4.0,179400
759,760,3.0,65.0,12257,1.0,0.0,15.0,0.0,1995,1.0,1.0,1.0,513.0,2.0,1318,1.0,4.0,1328,2531,4,1,2.0,9,1,3,2.0,0,0,8.0,4.0,290000
760,761,3.0,70.0,9100,1.0,0.0,12.0,0.0,1959,3.0,1.0,2.0,0.0,1.0,864,1.0,4.0,864,864,2,1,3.0,5,0,1,2.0,0,450,8.0,4.0,127500
761,762,4.0,60.0,6911,1.0,0.0,3.0,0.0,1924,1.0,1.0,2.0,0.0,2.0,1145,1.0,4.0,1301,1301,2,1,1.0,5,0,2,2.0,0,0,8.0,4.0,100000
762,763,1.0,72.0,8640,1.0,0.0,21.0,0.0,2009,1.0,1.0,2.0,0.0,2.0,756,1.0,4.0,764,1547,3,1,2.0,7,0,2,2.0,0,0,2.0,4.0,215200
763,764,3.0,82.0,9430,1.0,0.0,15.0,0.0,1999,1.0,1.0,1.0,673.0,2.0,1252,1.0,4.0,1268,2365,3,1,2.0,8,1,3,2.0,0,0,8.0,4.0,337000
764,765,3.0,30.0,9549,1.0,0.0,24.0,4.0,1995,3.0,1.0,2.0,0.0,2.0,1494,1.0,4.0,1494,1494,2,1,0.0,6,1,2,2.0,0,0,8.0,4.0,270000
765,766,3.0,75.0,14587,1.0,0.0,21.0,0.0,2008,1.0,1.0,3.0,284.0,2.0,1498,1.0,4.0,1506,1506,2,1,0.0,6,1,2,2.0,0,0,6.0,5.0,264132
766,767,3.0,80.0,10421,1.0,0.0,14.0,0.0,1988,1.0,1.0,1.0,42.0,1.0,980,1.0,4.0,980,1714,3,1,3.0,7,1,2,2.0,0,500,8.0,4.0,196500
767,768,3.0,75.0,12508,1.0,0.0,11.0,0.0,1940,1.0,1.0,2.0,0.0,1.0,983,1.0,4.0,983,1750,4,1,3.0,7,0,1,2.0,0,1300,8.0,4.0,160000
768,769,3.0,70.0,9100,1.0,0.0,5.0,0.0,2004,3.0,1.0,2.0,0.0,2.0,1860,1.0,4.0,1836,1836,3,1,2.0,8,1,2,2.0,0,0,8.0,4.0,216837
769,770,3.0,47.0,53504,1.0,0.0,22.0,0.0,2003,3.0,1.0,1.0,603.0,2.0,1650,1.0,4.0,1690,3279,4,1,0.0,12,1,3,2.0,0,0,8.0,4.0,538000
770,771,3.0,70.04995836802665,7252,1.0,0.0,19.0,0.0,1982,3.0,1.0,2.0,0.0,1.0,858,1.0,4.0,858,858,2,1,3.0,5,0,2,2.0,0,0,8.0,4.0,134900
771,772,3.0,67.0,8877,1.0,0.0,7.0,0.0,1951,1.0,1.0,2.0,0.0,1.0,836,1.0,1.0,1220,1220,2,1,3.0,6,0,2,2.0,0,0,0.0,4.0,102000
772,773,3.0,94.0,7819,1.0,0.0,7.0,0.0,1976,1.0,1.0,2.0,0.0,1.0,1029,1.0,4.0,1117,1117,3,1,3.0,6,1,2,2.0,0,0,8.0,0.0,107000
773,774,3.0,70.0,10150,1.0,0.0,12.0,0.0,1958,1.0,1.0,2.0,1.0,1.0,912,1.0,0.0,912,912,2,1,3.0,5,0,1,2.0,0,0,0.0,4.0,114500
774,775,3.0,110.0,14226,1.0,0.0,16.0,0.0,2006,3.0,1.0,1.0,375.0,2.0,1935,1.0,4.0,1973,1973,3,1,2.0,9,1,3,2.0,0,0,6.0,5.0,395000
775,776,4.0,32.0,4500,1.0,0.0,11.0,4.0,1998,3.0,1.0,1.0,320.0,2.0,1204,1.0,4.0,1204,1204,2,1,3.0,5,0,2,2.0,0,0,8.0,4.0,162000
776,777,3.0,86.0,11210,1.0,0.0,5.0,0.0,2005,1.0,1.0,1.0,240.0,2.0,1614,1.0,4.0,1614,1614,3,1,2.0,7,0,3,2.0,0,0,6.0,5.0,221500
777,778,3.0,100.0,13350,1.0,0.0,19.0,0.0,1974,3.0,1.0,2.0,0.0,1.0,864,1.0,4.0,894,894,3,1,3.0,5,1,2,2.0,0,0,8.0,4.0,142500
778,779,2.0,60.0,8400,1.0,0.0,20.0,2.0,1977,1.0,1.0,1.0,320.0,3.0,0,1.0,4.0,2020,2020,4,2,3.0,10,2,2,2.0,0,0,8.0,4.0,144000
779,780,3.0,78.0,10530,1.0,0.0,11.0,2.0,1977,1.0,1.0,1.0,90.0,1.0,975,1.0,4.0,1004,1004,2,1,3.0,4,0,2,2.0,0,0,8.0,4.0,135000
780,781,3.0,63.0,7875,1.0,0.0,8.0,0.0,1995,1.0,1.0,1.0,38.0,2.0,1237,1.0,4.0,1253,1253,3,1,3.0,6,1,2,2.0,0,0,8.0,4.0,176000
781,782,3.0,65.0,7153,1.0,0.0,20.0,0.0,1992,1.0,1.0,2.0,0.0,2.0,761,1.0,4.0,810,1603,3,1,2.0,7,0,2,2.0,0,0,8.0,4.0,175900
782,783,3.0,67.0,16285,1.0,0.0,5.0,0.0,2001,1.0,1.0,2.0,0.0,2.0,1413,1.0,4.0,1430,1430,3,1,2.0,6,0,2,2.0,0,0,8.0,4.0,187100
783,784,3.0,70.04995836802665,9101,1.0,0.0,11.0,0.0,1978,1.0,1.0,1.0,104.0,2.0,1097,1.0,4.0,1110,1110,1,1,2.0,4,1,2,2.0,0,0,8.0,4.0,165500
784,785,4.0,35.0,6300,1.0,0.0,17.0,0.0,1914,1.0,1.0,2.0,0.0,1.0,742,1.0,4.0,742,1484,3,1,3.0,9,1,0,2.0,0,0,8.0,4.0,128000
785,786,3.0,70.04995836802665,9790,1.0,0.0,14.0,0.0,1967,1.0,1.0,2.0,0.0,1.0,1372,1.0,4.0,1342,1342,3,1,3.0,7,1,2,2.0,0,0,8.0,4.0,161500
786,787,4.0,60.0,10800,1.0,0.0,17.0,0.0,1915,1.0,1.0,2.0,0.0,2.0,686,1.0,4.0,966,1652,4,1,3.0,7,0,1,2.0,0,1200,8.0,4.0,139000
787,788,3.0,76.0,10142,1.0,0.0,20.0,0.0,2004,1.0,1.0,2.0,0.0,2.0,956,1.0,4.0,956,2084,4,1,2.0,8,0,2,2.0,0,0,8.0,4.0,233000
788,789,4.0,50.0,6000,1.0,0.0,17.0,0.0,1954,1.0,1.0,2.0,0.0,1.0,901,1.0,4.0,901,901,2,1,3.0,4,0,1,2.0,0,0,8.0,4.0,107900
789,790,3.0,70.04995836802665,12205,1.0,0.0,4.0,0.0,1966,1.0,1.0,1.0,157.0,1.0,832,1.0,4.0,976,2087,5,1,2.0,9,0,2,2.0,0,0,8.0,4.0,187500
790,791,3.0,43.0,3182,1.0,0.0,0.0,4.0,2005,1.0,1.0,1.0,11.0,2.0,1145,1.0,4.0,1145,1145,2,1,2.0,5,1,2,2.0,0,0,8.0,4.0,160200
791,792,3.0,70.04995836802665,11333,1.0,0.0,11.0,0.0,1976,1.0,1.0,2.0,0.0,2.0,1029,1.0,4.0,1062,1062,3,1,3.0,5,2,2,2.0,0,0,8.0,4.0,146800
792,793,3.0,92.0,9920,1.0,0.0,15.0,0.0,1996,1.0,1.0,2.0,0.0,2.0,1117,1.0,4.0,1127,2013,3,1,3.0,8,1,2,2.0,0,0,8.0,4.0,269790
793,794,3.0,76.0,9158,1.0,0.0,21.0,0.0,2007,1.0,1.0,3.0,140.0,2.0,1496,1.0,4.0,1496,1496,3,1,2.0,7,0,2,2.0,0,0,6.0,5.0,225000
794,795,3.0,70.04995836802665,10832,1.0,0.0,8.0,0.0,1994,1.0,1.0,2.0,0.0,2.0,712,1.0,4.0,1086,1895,3,1,2.0,7,1,2,2.0,0,500,8.0,4.0,194500
795,796,3.0,70.0,8400,1.0,0.0,20.0,0.0,1980,1.0,1.0,1.0,130.0,1.0,650,1.0,4.0,888,1564,3,1,3.0,7,1,2,2.0,0,0,8.0,4.0,171000
796,797,3.0,71.0,8197,1.0,0.0,19.0,0.0,1977,1.0,1.0,1.0,148.0,1.0,660,1.0,4.0,1285,1285,3,1,3.0,7,1,2,2.0,0,0,8.0,4.0,143500
797,798,3.0,57.0,7677,1.0,0.0,12.0,0.0,1953,1.0,1.0,2.0,0.0,1.0,773,1.0,4.0,773,773,2,1,3.0,4,0,1,2.0,0,0,8.0,0.0,110000
798,799,3.0,104.0,13518,1.0,0.0,16.0,0.0,2008,3.0,1.0,3.0,860.0,2.0,1926,1.0,4.0,1966,3140,4,1,0.0,11,2,3,2.0,0,0,6.0,5.0,485000
799,800,3.0,60.0,7200,1.0,0.0,18.0,0.0,1937,1.0,1.0,1.0,252.0,0.0,731,1.0,4.0,981,1768,3,1,2.0,7,2,1,2.0,0,0,8.0,4.0,175000
800,801,3.0,79.0,12798,1.0,0.0,4.0,0.0,1997,1.0,1.0,2.0,0.0,2.0,616,1.0,4.0,616,1688,4,1,2.0,8,0,2,2.0,0,400,8.0,4.0,200000
801,802,4.0,40.0,4800,1.0,0.0,9.0,0.0,1916,1.0,1.0,2.0,0.0,1.0,1196,1.0,0.0,1196,1196,2,1,3.0,5,0,2,2.0,0,0,8.0,4.0,109900
802,803,3.0,63.0,8199,1.0,0.0,5.0,0.0,2005,1.0,1.0,2.0,0.0,2.0,728,1.0,4.0,728,1456,3,1,2.0,7,1,2,2.0,0,0,8.0,4.0,189000
803,804,3.0,107.0,13891,1.0,0.0,16.0,0.0,2008,3.0,1.0,3.0,424.0,2.0,1734,1.0,4.0,1734,2822,4,1,0.0,12,1,3,2.0,0,0,6.0,5.0,582933
804,805,3.0,75.0,9000,1.0,0.0,12.0,0.0,1954,1.0,1.0,2.0,0.0,1.0,936,1.0,4.0,1128,1128,2,1,3.0,5,0,1,2.0,0,0,8.0,3.0,118000
805,806,3.0,91.0,12274,1.0,0.0,21.0,0.0,2008,1.0,1.0,3.0,256.0,2.0,1417,1.0,4.0,1428,1428,3,1,0.0,6,0,2,2.0,0,0,6.0,5.0,227680
806,807,3.0,75.0,9750,1.0,0.0,12.0,0.0,1967,1.0,1.0,2.0,0.0,2.0,980,1.0,4.0,980,980,3,1,3.0,6,0,1,2.0,0,0,8.0,4.0,135500
807,808,3.0,144.0,21384,1.0,0.0,3.0,0.0,1923,1.0,1.0,2.0,0.0,1.0,1324,1.0,4.0,1072,1576,3,1,2.0,6,1,2,2.0,0,0,8.0,4.0,223500
808,809,3.0,85.0,13400,1.0,0.0,12.0,0.0,1966,1.0,1.0,1.0,1047.0,1.0,1024,1.0,4.0,1086,1086,3,1,3.0,6,1,2,2.0,0,0,8.0,4.0,159950
809,810,4.0,90.0,8100,1.0,0.0,17.0,0.0,1898,3.0,1.0,2.0,0.0,2.0,849,0.0,0.0,1075,2138,2,3,3.0,11,0,2,0.0,0,0,8.0,4.0,106000
810,811,3.0,78.0,10140,1.0,0.0,14.0,0.0,1974,3.0,1.0,1.0,99.0,1.0,1040,1.0,4.0,1309,1309,3,1,2.0,5,1,2,2.0,648,0,8.0,4.0,181000
811,812,4.0,70.04995836802665,4438,1.0,0.0,5.0,4.0,2004,1.0,1.0,1.0,169.0,2.0,848,1.0,4.0,848,848,1,1,2.0,4,1,2,2.0,0,0,3.0,4.0,144500
812,813,0.0,66.0,8712,0.0,0.0,9.0,0.0,1952,3.0,1.0,2.0,0.0,1.0,540,0.0,0.0,1044,1044,2,1,1.0,4,0,2,0.0,0,54,8.0,2.0,55993
813,814,3.0,75.0,9750,1.0,0.0,12.0,0.0,1958,1.0,1.0,1.0,243.0,1.0,1442,1.0,4.0,1442,1442,4,1,3.0,7,0,1,2.0,0,500,0.0,4.0,157900
814,815,3.0,45.0,8248,1.0,0.0,7.0,0.0,1918,1.0,1.0,2.0,0.0,0.0,686,1.0,4.0,686,1250,3,1,1.0,7,0,1,1.0,0,0,8.0,4.0,116000
815,816,3.0,48.0,12137,1.0,0.0,5.0,0.0,1998,1.0,1.0,1.0,442.0,2.0,1649,1.0,4.0,1661,1661,3,1,2.0,6,0,2,2.0,0,0,8.0,4.0,224900
816,817,3.0,70.04995836802665,11425,1.0,0.0,12.0,0.0,1954,1.0,1.0,2.0,0.0,1.0,1008,1.0,4.0,1008,1008,2,1,3.0,4,1,1,2.0,0,0,8.0,4.0,137000
817,818,3.0,70.04995836802665,13265,1.0,0.0,11.0,0.0,2002,3.0,1.0,1.0,148.0,2.0,1568,1.0,4.0,1689,1689,3,1,2.0,7,2,3,2.0,0,0,8.0,4.0,271000
818,819,3.0,80.0,8816,1.0,0.0,4.0,0.0,1971,1.0,1.0,1.0,80.0,1.0,1010,1.0,4.0,1052,1052,3,1,3.0,6,0,2,2.0,0,0,8.0,4.0,155000
819,820,3.0,44.0,6371,1.0,0.0,16.0,4.0,2009,1.0,1.0,3.0,128.0,2.0,1358,1.0,4.0,1358,1358,2,1,2.0,6,1,2,2.0,0,0,6.0,5.0,224000
820,821,3.0,72.0,7226,1.0,0.0,5.0,0.0,2003,1.0,1.0,2.0,0.0,2.0,798,1.0,4.0,798,1640,3,1,2.0,6,0,2,2.0,0,0,8.0,4.0,183000
821,822,4.0,60.0,6000,1.0,0.0,17.0,1.0,1953,1.0,1.0,2.0,0.0,1.0,936,0.0,4.0,936,936,2,1,3.0,4,0,2,2.0,0,0,8.0,4.0,93000
822,823,3.0,70.04995836802665,12394,1.0,0.0,8.0,0.0,2003,1.0,1.0,2.0,0.0,2.0,847,1.0,4.0,847,1733,3,1,2.0,7,1,2,2.0,0,0,8.0,3.0,225000
823,824,3.0,60.0,9900,1.0,0.0,18.0,0.0,1940,1.0,1.0,2.0,0.0,0.0,778,1.0,4.0,944,1489,3,1,3.0,7,1,1,2.0,0,0,8.0,4.0,139500
824,825,1.0,81.0,11216,1.0,0.0,21.0,0.0,2006,1.0,1.0,2.0,0.0,2.0,1489,1.0,4.0,1489,1489,3,1,2.0,7,1,2,2.0,0,0,6.0,5.0,232600
825,826,3.0,114.0,14803,1.0,0.0,16.0,0.0,2007,3.0,1.0,1.0,816.0,2.0,2078,1.0,4.0,2084,2084,2,1,0.0,7,1,3,2.0,0,0,6.0,5.0,385000
826,827,4.0,50.0,6130,1.0,0.0,3.0,0.0,1924,1.0,1.0,2.0,0.0,0.0,784,1.0,4.0,784,784,2,1,2.0,5,0,0,2.0,0,0,8.0,4.0,109500
827,828,3.0,65.0,8529,1.0,0.0,20.0,0.0,2001,1.0,1.0,2.0,0.0,2.0,1454,1.0,4.0,1434,1434,3,1,2.0,6,1,2,2.0,0,0,8.0,4.0,189000
828,829,3.0,70.04995836802665,28698,1.0,0.0,4.0,0.0,1967,0.0,5.0,2.0,0.0,2.0,1013,1.0,4.0,1160,2126,3,1,3.0,7,0,2,2.0,0,0,8.0,0.0,185000
829,830,1.0,24.0,2544,1.0,0.0,21.0,3.0,2005,1.0,1.0,2.0,0.0,2.0,600,1.0,4.0,520,1223,2,1,2.0,4,0,2,2.0,0,0,8.0,4.0,147400
830,831,3.0,80.0,11900,1.0,0.0,12.0,0.0,1957,1.0,1.0,1.0,387.0,1.0,1392,1.0,0.0,1392,1392,3,1,3.0,6,2,2,2.0,0,0,8.0,4.0,166000
831,832,1.0,30.0,3180,1.0,0.0,21.0,4.0,2005,1.0,1.0,2.0,0.0,2.0,600,1.0,4.0,520,1200,2,1,2.0,4,0,2,2.0,0,0,8.0,4.0,151000
832,833,3.0,44.0,9548,1.0,0.0,5.0,0.0,2003,1.0,1.0,1.0,223.0,2.0,941,1.0,4.0,941,1829,3,1,2.0,7,1,2,2.0,0,0,8.0,4.0,237000
833,834,3.0,100.0,10004,1.0,0.0,12.0,0.0,1964,1.0,1.0,1.0,180.0,1.0,1516,1.0,4.0,1516,1516,3,1,3.0,6,0,2,2.0,0,0,8.0,4.0,167000
834,835,3.0,75.0,7875,1.0,0.0,12.0,0.0,1961,1.0,1.0,1.0,136.0,1.0,1144,1.0,4.0,1144,1144,3,1,3.0,6,0,2,2.0,0,0,8.0,4.0,139950
835,836,3.0,60.0,9600,1.0,0.0,19.0,0.0,1950,1.0,1.0,2.0,0.0,1.0,1067,1.0,4.0,1067,1067,2,1,2.0,4,0,2,2.0,0,0,8.0,4.0,128000
836,837,4.0,90.0,8100,1.0,0.0,17.0,0.0,1948,1.0,1.0,2.0,0.0,0.0,1559,1.0,4.0,1559,1559,2,1,3.0,5,0,2,2.0,0,0,0.0,4.0,153500
837,838,4.0,21.0,1680,1.0,0.0,2.0,3.0,1973,1.0,1.0,1.0,158.0,1.0,483,1.0,4.0,483,987,2,1,3.0,5,0,1,2.0,0,0,8.0,4.0,100000
838,839,3.0,75.0,9525,1.0,0.0,5.0,0.0,1995,1.0,1.0,2.0,0.0,2.0,1099,1.0,4.0,1099,1099,3,1,2.0,6,0,1,2.0,0,0,8.0,4.0,144000
839,840,3.0,70.0,11767,1.0,0.0,7.0,0.0,1946,1.0,1.0,2.0,0.0,1.0,768,1.0,4.0,768,1200,3,1,3.0,6,0,1,2.0,0,0,8.0,4.0,130500
840,841,2.0,70.04995836802665,12155,1.0,0.0,18.0,0.0,1925,1.0,1.0,2.0,0.0,0.0,672,0.0,4.0,810,1482,4,1,1.0,7,0,1,1.0,0,0,8.0,4.0,140000
841,842,4.0,60.0,10440,1.0,0.0,17.0,0.0,1904,1.0,1.0,2.0,0.0,2.0,650,1.0,4.0,958,1539,3,1,2.0,8,1,2,1.0,0,0,8.0,4.0,157500
842,843,3.0,82.0,9020,1.0,0.0,12.0,0.0,1966,1.0,1.0,1.0,183.0,1.0,1127,1.0,4.0,1165,1165,3,1,3.0,6,0,2,2.0,0,0,8.0,4.0,174900
843,844,3.0,80.0,8000,1.0,0.0,12.0,2.0,1961,1.0,1.0,2.0,0.0,1.0,1800,0.0,4.0,1800,1800,6,2,3.0,10,0,0,2.0,0,0,8.0,4.0,141000
844,845,4.0,100.0,12665,1.0,0.0,17.0,0.0,1915,1.0,1.0,2.0,0.0,0.0,876,1.0,4.0,876,1416,4,1,3.0,7,1,3,2.0,0,0,8.0,4.0,153900
845,846,3.0,70.04995836802665,16647,1.0,0.0,19.0,0.0,1975,1.0,1.0,2.0,0.0,1.0,1390,1.0,4.0,1701,1701,3,1,3.0,6,2,2,2.0,0,0,8.0,4.0,171000
846,847,3.0,75.0,9317,1.0,0.0,20.0,0.0,1993,1.0,1.0,1.0,137.0,2.0,740,1.0,4.0,1006,1775,3,1,2.0,7,1,2,2.0,0,0,8.0,4.0,213000
847,848,3.0,36.0,15523,1.0,0.0,5.0,0.0,1972,1.0,1.0,2.0,0.0,1.0,864,1.0,4.0,864,864,3,1,3.0,5,1,1,2.0,0,0,8.0,4.0,133500
848,849,3.0,75.0,45600,1.0,0.0,4.0,0.0,1908,1.0,1.0,2.0,0.0,0.0,907,1.0,4.0,1307,2358,5,1,3.0,10,1,2,2.0,0,0,8.0,4.0,240000
849,850,3.0,80.0,9600,1.0,0.0,24.0,0.0,1976,3.0,1.0,1.0,360.0,1.0,528,1.0,4.0,1094,1855,3,1,3.0,7,1,2,2.0,0,0,8.0,4.0,187000
850,851,4.0,36.0,4435,1.0,0.0,5.0,4.0,2003,1.0,1.0,1.0,170.0,2.0,848,1.0,4.0,848,848,1,1,2.0,3,0,2,2.0,0,0,8.0,4.0,131500
851,852,3.0,70.04995836802665,3196,1.0,0.0,0.0,4.0,2003,1.0,1.0,1.0,40.0,2.0,1273,1.0,4.0,1456,1456,2,1,2.0,7,1,2,2.0,0,0,8.0,4.0,215000
852,853,3.0,53.0,7128,1.0,0.0,6.0,0.0,1941,1.0,1.0,2.0,0.0,1.0,918,1.0,4.0,918,1646,4,1,3.0,7,2,1,2.0,0,0,8.0,4.0,164000
853,854,3.0,70.04995836802665,12095,1.0,0.0,12.0,0.0,1964,1.0,1.0,1.0,115.0,1.0,1127,1.0,4.0,1445,1445,3,1,3.0,7,1,2,2.0,0,0,8.0,4.0,158000
854,855,3.0,102.0,17920,1.0,0.0,19.0,0.0,1955,3.0,1.0,2.0,0.0,1.0,1763,1.0,4.0,1779,1779,3,1,3.0,6,1,2,2.0,0,0,8.0,0.0,170000
855,856,3.0,70.04995836802665,6897,1.0,0.0,19.0,0.0,1962,1.0,1.0,2.0,0.0,1.0,1040,1.0,4.0,1040,1040,3,1,3.0,6,0,1,2.0,0,0,8.0,4.0,127000
856,857,3.0,70.04995836802665,10970,1.0,0.0,5.0,0.0,1978,1.0,1.0,2.0,0.0,1.0,940,1.0,4.0,1026,1026,3,1,3.0,5,0,2,2.0,0,0,8.0,4.0,147000
857,858,3.0,65.0,8125,1.0,0.0,8.0,0.0,1994,1.0,1.0,2.0,0.0,2.0,702,1.0,4.0,702,1481,3,1,3.0,6,1,2,2.0,0,0,8.0,4.0,174000
858,859,3.0,80.0,10400,1.0,0.0,14.0,0.0,1976,1.0,1.0,1.0,189.0,1.0,1090,1.0,4.0,1370,1370,3,1,3.0,6,1,2,2.0,0,0,8.0,3.0,152000
859,860,3.0,70.04995836802665,11029,1.0,0.0,14.0,0.0,1968,1.0,1.0,1.0,220.0,1.0,1054,1.0,4.0,1512,2654,4,1,2.0,9,1,2,2.0,0,0,8.0,4.0,250000
860,861,3.0,55.0,7642,1.0,0.0,6.0,0.0,1918,1.0,1.0,2.0,0.0,0.0,912,1.0,4.0,912,1426,3,1,2.0,7,1,1,2.0,0,0,8.0,4.0,189950
861,862,3.0,75.0,11625,1.0,0.0,19.0,1.0,1965,3.0,1.0,2.0,0.0,2.0,1039,1.0,4.0,1039,1039,3,1,3.0,6,0,2,2.0,0,0,8.0,4.0,131500
862,863,3.0,81.0,9672,1.0,0.0,20.0,0.0,1984,3.0,1.0,2.0,0.0,2.0,1040,1.0,4.0,1097,1097,3,1,3.0,6,0,2,2.0,0,0,8.0,4.0,152000
